record_id,label_true,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
111,44,wil,clarke,51,severne crescent,hazelwood garden,coodanup,5070,sa,19400516,4621214
112,45,thomas,blake,86,earle street,chanak,blue mountain heights,2219,vic,19000627,5119652
113,46,ethan,campbll,30,reuthe r street,,moorook,4700,nsw,19331009,3430363
114,46,ethan,campbell,32,reuther street,,moorook,4070,qld,19291017,3430363
115,46,ethan,campbell,,reuther street,,moorook,4709,nsw,19331009,3430363
116,46,ethan,campbell,,reuther street,,moorook,4700,nsw,19331009,3430363
117,47,teaha,binns,26,castleyzcircuit,warrambucca garden,rokeyb,3816,nsw,19760420,1129369
118,47,teaha,binns,62,castley circuit,warrambucca garden,rokeby,3816,nsw,19760420,1129369
119,47,teaha,binns,26,castley circuit,,rokeb,3861,nsw,19760420,1129369
120,47,teaha,binns,26,castley circuit,warrambucac garden,rokeby,3816,nsw,19900612,1129369
121,47,teaha,binns,26,castley circuit,warrambucca garden,rokeby,3816,nsw,19760420,1129369
122,48,riley,iacopetta,21,girdlestone circuit,,yackandandah,3797,qld,19660915,1021033
123,48,riley,iacopetta,21,girdlestone circuit,,yackandandah,3779,qld,19660915,1021033
124,49,dylan,thorpe,27,buvelot street,wachaoro,moonah west,7320,vic,19480423,1638460
125,49,teaha,thopre,42,buvelot street,wacharoo,moonah west,7320,vic,19480423,5430135
126,49,teaha,thorpe,27,buvelot street,wacharoo,moonah west,7320,vic,19480423,5430135
127,50,dillon,laverty,81,learmonth drive,old cob,geraldton,7015,tas,19330905,5756664
128,50,dillon,camp,18,learmonth drive,old cob,geraldton,7015,tas,19330905,5756664
129,51,jock,thorpe,37,cowdery place,the park,tighes hill,2452,vic,19050712,5798784
130,52,charlotte,poyntz,,heidelberg street,rainbow ridge,rose bay,2195,sa,19610502,4585131
131,53,tiarna,rump,5,yalga close,rowethorpe,baxter,4037,vic,19180211,2182440
132,54,dillon,meaers,40,murphy street,the swamp,salisbury east,7305,sa,19851018,8097614
133,54,dillon,stubbs,40,murphy street,the swamp,salisbury east,7300,sa,19851018,8097114
134,54,dillon,stubns,40,murphy ktreet,,salisburyeast,7305,sa,19851018,8097614
135,54,dillon,stubvs,40,murphy street,the swamp,salisbury east,7305,sa,19851618,8097614
136,54,dillon,stubbs,40,murphy street,the swamp,salisbury east,7305,sa,19851018,8097614
137,55,georgia,edson,38,rosman c cruit,gen eiss,parkdale,4650,qld,19000701,2150872
138,55,georgia,lesile,38,rosman circuit,gena eis,parkdale,4650,qld,19000701,2150872
139,55,georgia,leslze,38,rosman circuit,genesis,parkdale,4650,qld,19000701,2150872
140,55,georgia,leslie,38,rosman circuit,genesis,parkvdale,4650,qld,19000701,2150872
141,55,georgia,leslie,38,rosman circuit,genesis,parkdale,4650,qld,19000701,2150872
142,56,marco,maleszka,6,genoa vstreet,winrae,yangebup,2251,vic,19391223,9915886
143,56,marvo,maleszka,,winrae,genoa street,exeter,2251,vic,19391223,9915886
144,56,maroc,malezka,6,winrae,genoa street,exeter,2251,vic,19391223,9918586
145,56,jade,maelszka,6,genoas tr eet,,exeter,2251,vic,19391223,9915886
146,56,marco,maleszka,6,genoa street,winrae,exeter,2251,vic,19391223,9915886
147,57,xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,19750202,6476307
148,57,xepheren,everett,90,packerstreet,yonda p ines,bulimba,4370,sa,19750202,6641961
149,57,xepheren,everett,90,packer sgreet,yonda pines,bulimba,4376,wa,19750202,6641961
150,57,everett,xepheren,90,packer street,yonda iones,mill park,4375,sa,19750202,6641961
151,57,xepheren,everett,90,packer street,yonda pines,bulinba,4207,sa,19750202,6641961
152,57,xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,19750202,6641961
153,58,jamsine,campbell,639,rawlings place,donald coburn lodg,narellan,7250,sa,19550613,8692804
154,58,jasmine,campbell,639,rawlings place,donald coburn lodg,alice springs,2750,as,19550613,8692804
155,58,jasmine,campbell,639,rawlings place,donald coburn lodg,narellan,7250,sa,19550613,8692804
156,59,daniel,pascoe,31,meacham place,warrah lea,mulwala,3088,qld,19660702,5444795
157,60,nicole,neville,11,mccormack street,,corrimal east,2211,qld,19150910,7061873
158,61,lily,sideris,16,hallstrom circuit,joro be,surry hills,6012,nsw,19150910,9848730
159,61,lily,sideris,16,hallstrom circuit,,,6012,nsw,19150910,9848730
160,61,lily,sideris,16,milford s treet,jorobe,surry hills,6012,nsw,19150910,9848730
161,61,lily,sideris,16,hallstrom circuit,jorobe,surry hills,6012,nsw,19150910,9848730
162,62,sophie,lodiong,90,magrath crescent,beaudesert cra avan park,ballina,4051,nsw,19530823,5266216
163,62,sophie,lodiong,90,magrath crescent,beaudesert caravan park,ballina,4051,nsw,19530823,5266216
164,63,,egan,4,burra place,nedlyn,raymond terrace,2096,nsw,19680823,7711314
165,64,tyler,statton,4,paul coe crescent,belgravearcade,kingstoh,3179,vic,19701224,9336789
166,64,tyler,statton,4,paul coe crescent,belgrave arcade,kingston,3179,vic,19701224,9336789
167,65,toby,bovill,5,tyson street,colbes,findon,2640,nsw,19530821,4624277
168,66,msx,morrison,30,arlington,yanda street,moonta,2024,qld,19810825,6404764
169,66,morrison,max,,yanda street,arlington,moonta,2024,qld,19961120,6404764
170,66,riley,morrison,,,arlington,moonta,2024,qld,19810825,6404764
171,66,max,morrison,30,yanda street,arlington,moonta,2024,qld,19810825,6404764
172,67,oscar,ferris,1,shore place,leisure living vlge,hamilton,3128,nt,19080521,3835190
173,68,archie,cambpell,1,wagstaff place,belmore river,carlingford,2204,vic,19730903,4897470
174,68,archie,campblel,1,wagstaf f place,belmore river,carlingford,4560,vic,19730903,4897470
175,68,vendula,campbell,55,wagstaff place,belmore river,carlingford,4560,vic,19750903,4897470
176,68,archie,campbell,1,wagstaff place,belmore river,carlingford,4560,vic,19730903,4897470
177,69,sarah,mccarhty,142,bunurung close,villa 1/4,hope valley,2124,nsw,19420905,8365314
178,69,sarah,mccarthy,142,bunurung close,villa 1/4,hope valley,2214,nsw,19420905,8365314
179,70,mason,campbell,12,waratah st reet,st francis vlge,bull creek,3401,nsw,19660827,4225051
180,70,mason,worsley,12,waratah sttreet,st francis vlge,bull cerek,3401,nsw,19660827,4225051
181,70,mason,worsley,12,waratah street,st francis vlge,bull creek,3401,nsw,19660827,4225051
182,71,lauren,paine,27,mcvey pace,yambira,helid on,2776,qld,19440502,4517134
183,71,lauern,paine,27,mcvey olace,yambira,helidon,2463,qld,19404502,4517134
184,71,lauren,paine,23,mcvey pnlace,yambira,mallacoota,2463,wa,19440502,4517134
185,71,lauren,paine,3,mcveyplace,yambira,helidon,2463,qld,19440502,4517134
186,71,lauren,paine,27,mcvey p lace,yambira,helidon,2463,qld,19440502,4517134
187,71,lauren,paine,27,mcvey place,yambira,helidon,2463,qld,19440502,4517134
188,72,ella,cordina,603,barnett close,ardrossan,camperdown,6158,vic,19880914,4084063
189,73,jessica,aldoud,4,yambina crescent,northd ara,brunswci k heads,3805,nsw,19811017,2067414
190,73,blak,aldous,4,yambina crescent,nort hdara,west perth,3805,nsw,19811017,2067414
191,73,boake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,19811017,2067414
192,73,blake,aldous,4,yambina crescent,north dara,west perth,3805,nsw,19811017,2067414
193,74,jordan,gold,18,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117,1139906
194,74,jordan,goled,6,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117,6842639
195,74,jordan,gold,6,sharwood crescent,sunforest therapy centre,belmont,2155,nsw,19941117,1139906
196,75,samara,willing,,,coolzinda,concord,3765,nsw,19600828,1045315
197,75,samara,wiling,,,coolinda,concord,3765,nsw,19270204,1045315
198,75,samara,willing,,,cool inda,concord,3765,nsw,19270204,1045315
199,75,samara,willing,,,coolinda,concotd,3765,nsw,19270204,1045315
200,75,willing,samara,,,coolinda,concord,3756,nsw,19270204,1045315
201,75,samara,willing,,,coolinda,concord,3765,nsw,19270204,1045315
202,76,james,blake,8,barraclough crescent,homesite 3,nicholls,4215,vic,19820712,8720481
203,77,adam,thorpe,11,kirkland circuit,warrawong,,2192,act,19940623,7493662
204,77,adam,eveston,11,kirkland circuit,warrawong,,2192,act,19940623,7917723
205,77,travis,eveston,11,kirkland circuit,warrawong,,2192,act,19940623,7493662
206,77,adam,eveston,11,kirkladn circuit,warrawong,,2192,act,19940623,7493662
207,77,adam,evesjon,11,kirkland circuit,warrawnog,,2192,act,19940623,7493662
208,77,adam,eveston,11,kirkland circuit,warrawong,,2192,act,19940623,7493662
209,78,nicholas,fittock,10,fortitudey street,,st kilda east,2298,nt,19651025,8437365
210,78,nicholas,white,10,fortitude street,,st kilda east,2298,nt,19651025,8437365
211,79,eliza,haack,8,castleton crescent,,,3123,vic,,4953359
212,79,,haack,8,castleton crescent,foxlea,possum creek,3123,vic,,4953359
213,79,eliza,haack,8,castleton crescent,foxlea,possum creek,3123,vic,,4953359
214,80,karla,rump,39,hilder street,killarney,normanhurst,3219,wa,19010414,4005188
215,80,karla,rump,39,hilderstreet,,kilcunda,3219,wa,19010414,1507919
216,80,karla,rump,39,hilder street,killafney,normanhurst,3219,wa,19010414,1507919
217,80,karla,rump,39,hilder street,,normabhurst,3219,wa,19010414,7537136
218,80,karla,rump,39,hilder street,killarney,normanhurst,3219,wa,19010414,1507919
219,81,cooper,felten,19,masters lpace,amherst v illage,greensborough,2520,qld,19290422,3396780
220,81,cooper,felten,19,masters place,amherst village,greensborough,2250,qld,19290422,3396780
221,82,peat,van engelenhoven,36,alberga street,arnowod,padstow,2448,nsw,19130109,1081903
222,82,ethan,van engelenhoven,94,albergastreet,arnwood,padstow,2448,nsw,19520227,1081903
223,82,ethan,van engelenhoven,94,alberga street,arnwood,padstow,2448,nsw,19130109,1081903
224,83,harslett,freya,23,lilley street,springc reek,toormna,2615,tas,19950228,3045942
225,83,freya,harslett,23,lilley street,spring creek,toormina,2615,tas,19950228,3045942
226,84,mesgan,mcphie,3,groom street,wonba,box hill south,4350,qld,19391002,7916971
227,84,meaagn,mcphie,3,groom stieet,wonba,box hill south,4350,qld,19391002,7916971
228,84,meagan,mcphie,3,groom street,wonba,box hill south,4350,qld,19391002,7916971
229,85,wilkins,zanke,,jervois street,cerbrus,coolroo,6208,nsw,19471017,7918563
230,85,zane,wilkids,,britten-jones drive,cerbrus,coolaroo,6208,nsw,19471017,7918563
231,85,zane,wilkins,,jervois street,cerbrus,coolaroo,6280,nsw,19471017,7918563
232,85,kiera,green,,jervoisstreet,,coolar oo,6208,nsw,19471017,7918563
233,85,alka,wilknis,,jervois street,cerbru,coolaroo,6298,nsw,19471017,7918563
234,85,zane,wilkins,,jervois street,cerbrus,coolaroo,6208,nsw,19471017,7918563
235,86,nell,roche,15,caley crescent,morris arcade,goonellabah,4870,vic,19071008,8899086
236,86,nell,rochr,15,caley crescent,morris arcade,southnperth,4870,vic,19071008,8899086
237,86,nell,rocheq,15,caley crescent,jalna (cnr barbato c corner,south perth,4870,vic,19071008,8899086
238,86,nell,roche,15,caley crescent,morris arcade,south perth,4870,vic,19071008,8899086
239,87,am,webb,1215,fisken crescent,,hurlstone park,2144,qdl,19350516,9846267
240,87,alicia,webb,1215,fisken crescent,,hurlstone park,2144,qld,19990527,9846267
241,88,,pickel,79,mawson drive,iventure,warilla,4870,qld,19191116,6811262
242,89,elki,block,6,yanda street,wallsend delivery centre,mittagong,2450,vic,19610203,8325666
243,90,dylan,campbell,,mackey plce,cypress garden,booval,2604,vic,19900718,4147733
244,90,dylan,nguyen,10,mackey lace,cypress garden,tyalgum,2640,vic,19580111,4147733
245,90,dylan,campbell,10,mackey place,cypress garden,tyalgum,2640,vic,19900718,4147733
246,91,emiily,crokre,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886
247,91,emiiluy,crokder,15,castleton rcescent,montrise,como,4214,nsw,19461118,9660063
248,91,emiily,croker,15,castletonc rescent,montrose,como,4214,nsw,19461118,6056886
249,91,neney,croker,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886
250,91,emiily,croker,15,castleton crescent,montrose,como,4214,nsw,19461118,6056886
251,92,samuel,lamotte,51,cunningham street,tesbury,wentworth falls,3793,nsw,19591111,5216844
252,93,hayden,menzies,306,monkman street,gillin park,singleton heights,5014,qld,19250615,4781381
253,94,tuscany,vinemt,26,coranderrkustreet,torrens grove estate,irymple,4814,nsw,19431004,8062541
254,94,tuscany,hickinbotham,26,coranderrk street,torrens grove estate,irymple,4814,nsw,19431004,8062541
255,95,coleman,jaiden,47,radcliffej street,fernbank,concord,4550,vic,19720423,6077956
256,95,jaiden,coleman,47,radcliffe street,fernbank,concord,4550,vic,19720423,6077956
257,96,dayna,stephegnson,20,fellowsstreet,tubbarubba,pallara,4059,qld,19201111,9364184
258,96,dayna,stephenson,20,fellows street,tubbarubba,pallara,4059,qld,19201111,9364184
259,97,benjamin,schwinghammer,14,shenton crescent,kilnacrott,camden,3820,nt,19570329,4830631
260,98,benjamin,van hees,6,glossop crescent,cox court hostel,cowra,5096,wa,19360226,7999917
261,99,riddell,kirra,27,rene wtreet,medical centre,burpengary,2747,qld,19140824,2031732
262,99,kirra,riddell,23,rene street,,burpengary,2747,qld,19140824,2031372
263,99,kirar,neville,23,rene street,medical centre,burpengary,2747,qld,19140824,2031372
264,99,kirra,riddell,23,rene street,medical centre,burpengary,2774,qld,19140824,2031372
265,100,domenique,paterson,15,,merewether pufblic school,greensborough,3138,qld,19161017,4975843
266,100,domenique,paterson,15,lubumaplace,merewether public school,greensborough,3138,qld,19161017,4975843
267,100,domenique,paterson,15,lubuma place,merewether public school,greensborough,3138,qld,19161027,4975843
268,100,domenique,paterson,15,lubum a place,merewether pub lic school,greensborough,3138,qld,19161017,4975843
269,100,domenique,paterson,15,merewether pu blic school,lubum aplace,greensborough,3138,qld,19160017,4957843
270,100,domenique,paterson,15,lubuma place,merewether public school,greensborough,3138,qld,19161017,4975843
271,101,naomi,vincent,90,southern cross drive,ascotvale,wendouree,5044,vic,19961103,4811286
272,102,challenor,nathqn,1,wellingtonb street,myona,cronulla,5109,vic,19600213,2694239
273,102,caleb,challenor,1,wellingtfn street,kinrossfarm,cronulla,5109,vic,19600213,2694239
274,102,nathan,challenor,1,wellington street,kinross farm,,5109,vic,19600113,2692439
275,102,natahn,challmenor,1,kinross farm,wellingtonnstreet,cronulla,5190,vic,19600213,2694239
276,102,nathan,challenor,1,wellington street,kinross farm,cronulla,5109,vic,19600213,2694239
277,103,benjamin,koerbin,15,wybel anah,violet grover place,mill park,2446,nsw,19210210,3808808
278,103,briony,koerbin,146,violet grover place,wybelanah,mill park,2446,nsw,19210210,3808808
279,104,benjaminl,carbone,18,arthella,wattle s treet,orange,3550,vic,19050820,3677127
280,104,benjamin,carbone,18,wattle street,arthella,orange,3550,vic,19050820,3677127
281,105,joel,ejlak,61,eppalock street,,taigum,2644,nsw,19351102,1021508
282,105,joel,ejlak,61,eppalock street,brentwo od vlge,taigum,2644,nsw,19351102,1021580
283,105,,white,61,eppalock street,brentwood vlge,taigum,2644,nws,19351102,1021508
284,105,joel,ejlak,61,,brentwood vlge,taigum,2644,nsw,19351102,1021508
285,105,joel,ejlak,61,brentwot d vlge,eppalock street,taigum,2644,nsw,19351102,1021508
286,105,joel,ejlak,61,eppalock street,brentwood vlge,taigum,2644,nsw,19351102,1021508
287,106,mackenzie,buzw,80,snowden place,windsor lodge,greenhlil,2152,nsw,19420118,2858815
288,106,mackwnzie,buzow,80,snowden place,nioka,greenhill,2152,nsw,19420118,2858815
289,106,mackenzie,nicolle,16,snowden place,windsor lodge,greenhill,2152,nsw,19420118,2858815
290,106,mackenzie,buzow,80,snowden place,windsor lodge,greenhill,2152,nsw,19420118,2858815
291,107,christopher,vilums,10,rene street,,crows nest,4754,sa,19851127,5181141
292,107,christopher,vilums,14,tazewlel circuit,,gerogeyr,4754,sa,19851127,5181241
293,107,christopher,vilums,14,rene street,dalamar,crows nest,7454,sa,19191211,5181141
294,107,christopher,clarke,14,rene street,,crows nest,4754,sa,19851127,5181141
295,107,christopher,vilums,14,renestreet,,crowsm nest,4754,sa,19851127,5181141
296,107,christopher,vilums,14,rene street,,crows nest,4754,sa,19851127,5181141
297,108,madison,boxhall,10,kookabutra village,yandas treet,dapto,4703,sa,19170926,7262746
298,108,madison,boxha ll,10,yanda street,kookaburra village,dapto,4703,sa,19170926,7262746
299,108,madison,boxhayol,10,,kookaburra village,dapto,4793,sa,19100412,7262746
300,108,madison,boxhall,10,yanda street,kookaburra village,dapto,4703,sa,19170926,7262746
301,109,sophie,red,37,hawkins close,greenhills,toowong,2267,wa,19210624,9022097
302,109,sophie,reid,3,hawkins close,greenhills,toowong,2276,wa,19210624,9022097
303,109,sophie,reid,37,hawkins close,greenhils,toowong,2268,wa,19210624,9022097
304,109,sophie,reid,37,hawkins close,greenhills,toowong,2267,wa,19210624,9022097
305,110,sara,stanley,15,quinlivan crescent,pacific ranch,joondanna,2119,sa,19220615,1551636
306,111,morrison,jasmine,1,methven lpace,armidale,point lonsdale,3218,wa,19760810,1195414
307,111,jasmine,morrison,16,methven place,armidale,point lonsdale,3211,wa,19760810,1195414
308,112,lachlan,crouch,1,gillespie street,mt annan,penrith,5040,wa,19280711,1476916
309,113,callum,dabinet,12,darebin place,brinjarry,nyah west,4567,sa,19690221,4951921
310,114,lachlan,everett,26,owen dixon drive,lansdowne,yarrawonga,5290,nsw,19260926,3722526
311,115,danjel,vincent,7,forbes street,villa 3,toukley,3178,qld,19510703,8506548
312,116,carly,hage,67,tasmania circle,palm lake resort,queenscliff,2121,wa,19710623,3938642
313,117,braedon,block,,mulga street,dalkeith cottage,toorak,7190,sa,19790281,2643187
314,117,charlie,block,10,mulga tsreet,dalkeith cottage,toorak,7190,as,19790821,2643187
