record_id,label_true,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
89,44,georgia,pringle,2,freda gibson circuit,warra creek,,2154,sa,19550212,6569089
90,45,cooper,richmond,5,pridha mstreet,star court arcade,wangaratta,5074,sa,19020301,1483265
91,45,cooper,richmond,5,pridham street,star court arcade,wangaratta,5074,sa,19020301,1483265
92,46,isaac,webb,31,bemm place,aldinga b each court,hillside,2261,qdl,19430106,1608224
93,46,isaac,webb,31,bemm place,aldinga beach court,hillside,2261,qld,19430106,1608224
94,47,bianca,demetriou,22,jenning sstreet,ahwahnee,dapto,3216,nsw,19261103,8066334
95,47,bianca,demetriou,4,jennings street,ahwahnee,dapto,3216,nsw,19261103,8066343
96,48,nacoya,lowe,381,sherbropke street,brigh t view,pimlico,2621,qld,19050204,9128171
97,48,nacoya,lowe,381,sherbrooke street,bright view,pimlico,2261,qld,19050204,9128171
98,49,darcy,hochunli,22,lawrence close,,sefton park,2380,tas,19370607,8750602
99,49,darcy,hochuli,22,lawrence close,cutler vill,sefton park,2380,tas,19370607,8750602
100,50,james,webb,72,gamor treet,,paradise awters,4030,qld,19980701,3435792
101,50,james,webb,72,gamor street,,paradise waters,4030,qld,19980701,3435792
102,51,jacob,steane,34,mighell place,burramunda,hazelwood north,4305,sa,19910517,8470247
103,51,jacob,steane,43,mighell place,burramunda,hazelwood north,4305,sa,19910517,8470247
104,52,thomas,campebll,29,orion p lface,brookfield,kyabram,4207,nsw,19040329,6634897
105,52,thomas,campbell,29,orion place,brookfield,kyabram,4207,nsw,19040329,6634897
106,53,isabella,walpole,31,donnison place,gairnshile rsd 225,dapto,2390,nsw,19881222,6386893
107,53,isabella,walpole,31,donnison place,gairnshiel rsd 225,dapto,2390,nsw,19881222,6386893
108,54,emiily,morrison,314,cowper tsreet,belmore river,narrandera,5600,vic,19460111,4185791
109,54,emiily,morrison,314,cowper street,belmore river,narrandera,5600,vic,19460111,4185791
110,55,chloe,beatie,82,burkitt street,flowerpot,leichhardt,2152,nsw,19460711,9678010
111,55,chloe,beattie,28,burkitt street,flowerpot,leichhardt,2152,nsw,19460711,9678010
112,56,ashley,heazdon,17,sheehy street,hawkins masonic vlge,warrandyte,3073,vic,19880814,7871445
113,56,charlie,headon,17,sheehy street,hawkins masonic vlge,warrandyte,3073,vic,19880814,7871445
114,57,davila-sanhdars,dante,303,wild street,surama,avondale heights,2029,wa,19120206,2609420
115,57,dante,davila-sanhdars,303,wild street,surama,avondale heights,2029,wa,19120206,2609420
116,58,spyke,schumann,42,clark close,,tannum sands,2326,nsw,19020422,6677685
117,58,spyke,schumann,78,clark close,pine tree,tannum sands,2326,nsw,19020422,6677685
118,59,alicia,bloomfield,2,hastings court,,eleeana,2430,vic,19980422,4531319
119,59,alicia,bloomfield,2,hastings court,sunny glen,eleebana,2430,vic,19980422,4531319
120,60,daniel,marcwc,11,barnes place,country c lub,wynnumdwest,5108,wa,19310308,8550692
121,60,daniel,marcic,11,barnes place,country club,wynnum west,5108,wa,19310308,8550692
122,61,daarcie,fleet,13,fellows street,,somertonp ark,2284,vic,19950307,1563705
123,61,darcie,fleet,13,fellows street,braeburn,somerton park,2284,vic,19950307,1563705
124,62,james,bradshw,,reader court,claytoh farm,milo park,2322,,19060730,4960757
125,62,james,bradshaw,,reader court,clayton farm,mill park,2322,,19060730,4960757
126,63,benjamin,cannekl,17,charleston street,oak glen,kununuodra,2090,nsw,19650504,7825348
127,63,benjamin,cannell,17,charleston street,oak glen,kununurra,2090,nsw,19851216,7825348
128,64,,crute,48,national circuit,omaru,,3630,nsw,19600818,3808742
129,64,chelsea,crute,48,national circuit,omaru,,3630,nsw,19600818,3808742
130,65,meaney,shantal,15,cockcroftavenue,sebaank,pakenham,2114,vic,19810717,9937720
131,65,shantal,meaney,15,cockcroft avenue,seabank,pakenham,2114,vic,19810717,9937720
132,66,mikayla,giannaris,80,seabreeze acravan park,gollan street,abbotsford,2516,wa,19560825,4797460
133,66,mikayla,giannaris,80,gollan street,sea breeze caravan park,abbotsford,2516,wa,19560825,4797460
134,67,jacob,lyen,25,haddon srteet,glenvie w,woodville north,2226,qld,19910424,6426415
135,67,jacob,lyden,25,haddon street,glenview,woodville north,2226,qld,19910424,6426415
136,68,darcy,jolly,7,antill street,agar abi,marsfield,4173,nsw,,7208848
137,68,darcy,jolly,7,antill street,agarabi,godwin beach,4173,nsw,19891008,7208848
138,69,mikayla,caruana,37,torrens street,bor onia,dianelka,2716,qld,19590901,6041595
139,69,mikayla,caruana,37,torrens street,boronia,dianella,2761,qld,19590901,6041595
140,70,chloe,reitler,14,daley crescent,halfway hill,ballinga,6146,qld,19171028,7162356
141,70,chloe,reitler,14,daley crescent,halfway hill,ballina,6164,qld,19171028,7162356
142,71,cliare,priebe,39,stacy street,st francis vlge,clarence park,2145,vic,19900203,5569305
143,71,claire,priebe,39,stacy street,st francis vlge,clarence park,2145,vic,19900203,5569305
144,72,fenwic k,william,,madigan street,wearmouth,emerald,2577,nsw,19540307,1158377
145,72,william,headon,33,madigan street,wearmouth,emerald,2577,nsw,19540307,1158377
146,73,kyle,limbert,7,dandeno n court,brokenspoke,springwpod,3143,nsw,19080527,2479285
147,73,kyle,limbert,7,dandenong court,the pinnacle,springwood,3143,nsw,19080527,2479285
148,74,beardon,lachlan,9,boolee street,malkiel,penrith,4212,nsw,19820514,1325139
149,74,lachlan,beardon,9,boolee street,malkiel,penrith,4212,nsw,19820514,1325139
150,75,isabella,ayrse,1075,arthur circle,grevilal est,glewnood,5121,qld,19531230,9208787
151,75,isabella,ayres,1075,arthur circle,grevilla est,glenwood,5112,qld,19531230,9208787
152,76,molly,sushames,44,maclachlan c street,,lakemba,3191,qld,19910608,4688332
153,76,molly,sushames,44,maclachlan street,,south grafton,3191,qld,19910608,4688332
154,77,joshua,garthwaite,42,mcclintock street,hallsville,avoca,3175,nsw,19050703,5226643
155,77,joshua,garthwaite,24,mcclintock street,hallsville,avoca,3175,nsw,19050703,5226643
156,78,hayd en,geraghty,41,macneilplace,willow wood,frenchs forest,3011,vic,19121130,8624403
157,78,hayden,geraghty,41,macneil place,willow wood,frenchs forest,3011,vic,19121130,8624403
158,79,jayde,van keulen,4,macgregor street,glend ower,cremorne,3566,vic,19150821,3018823
159,79,jayde,van keulen,4,macgregor street,glendower,cremorne,3566,vic,19150821,3018823
160,80,brooke,coulson,1,tristaniastreet,diamond downs,cheste r hill,2147,qld,19590522,5893169
161,80,brooke,coulson,1,tristania street,diamond downs,chester hill,2147,qld,19590522,5892169
162,81,abbey,fit,13,kosciusko avenue,the wharf complex,yass,2594,nsw,19870510,7661096
163,81,abbey,fitt,13,kosciusko avenue,the wharf complex,yass,2594,nsw,19870510,7661096
164,82,reeve,mileq,2,renwick lwtreet,yarra bee,barwon heads,2342,nsw,19810406,1067923
165,82,reeve,quilliam,2,renwick street,yarrabee,barwon heads,2340,nsw,19810406,1066923
166,83,mitchell,berry,1,braine treet,,smithfield,3188,nsw,19400503,2887622
167,83,mitchell,berry,1,braine street,gowrie,smithfield,3188,nsw,19400503,2887622
168,84,rilepy,heu sotn,54,chaseling street,locn 341,leongatha,2730,qld,19850807,3587494
169,84,riley,heuston,54,chaseling street,locn 341,leongatha,2730,qld,19850807,3587494
170,85,brinsmead,amelia,73,mackennal street,belgradezpark,wellington point,2046,vic,19810831,4182058
171,85,amelia,brinsmead,73,mackennal street,belgrade park,wellington point,2046,vic,19810831,4182058
172,86,hayden,jolly,7,heard street,wonderusn,,5034,nsw,19950410,3682559
173,86,hayden,jolly,7,heard street,wondersun,bayswater,5034,nsw,19950410,3682559
174,87,lara,osfoeld,144,,karoola de lungra,glenwood,2295,nsw,19911030,5705799
175,87,lara,osfield,144,hall street,karoola delungra,glenwood,2259,nsw,19500316,5705799
176,88,vanessa,blake,,wheeler crescent,yarrain,berwick,3051,wa,19630305,3180257
177,88,vanessa,blake,39,wheeler crescent,yarrabin,berwick,3051,wa,19630305,3180257
178,89,hananh,isola,26,barlow steet,aptmnt 240,clayton,4350,act,19320106,9013800
179,89,hannah,isola,26,barlow street,aptmnt 240,clayton,4350,act,19320106,9013800
180,90,joshua,price-austin,04,kingsmillcstreet,shalvah,mullumbimby,4032,act,19210303,8406694
181,90,joshua,price-austin,40,kingsmill street,shalvah,mullumbimby,4032,act,19210303,8406694
182,91,,hefford,1,armstrong crescent,,payneham,5502,vic,19440805,9162672
183,91,,cogzell,1,armstrong crescent,cromdale,payneham,5502,vic,19440905,9162672
184,92,hannha,ottens,65,jacka crescent,rmbe 77d,sunshine beach,2085,msw,19350612,4219398
185,92,hannah,green,65,jacka crescent,rmbe 770,sunshine beach,2086,nsw,19350612,4219398
186,93,sam,musolino,173,kathner street,chactor,otago bay,3068,vic,19770911,7509483
187,93,ben,musolino,173,kathner street,chactor,hamilton,3068,vic,19770911,7509483
188,94,eliza,sharon,120,brinsmeda street,chacor,greenapre,3214,nsw,19950112,2497676
189,94,eliza,sharon,120,brinsmead street,chactor,greenacre,3214,nsw,19950112,2497676
190,95,zachary,lodge,28,monaro highway,akenfield,sandy bay,4109,qld,19790613,3535105
191,95,zachary,lodge,28,monaro highway,akenfield,malvern east,2200,qld,19790613,2678628
192,96,kieren,,6,kingsburykstreet,,bano,4504,sa,19620306,8639228
193,96,kieren,spalvins,6,kingsbury street,,berala,4504,sa,19620306,8639228
194,97,hudson,gaildis,21,a'beckett street,acadia,cookshill,4553,act,19500629,6594162
195,97,hudson,gailis,21,a'beckett street,acadia,cooks hill,4553,act,19500629,6594162
196,98,oakleigh,fitzpatrick,16,archdall street,clear creek,north amr,2122,gas,19580922,6731902
197,98,hayley,fitzpatrick,16,archdall street,clear creek,north arm,2122,tas,19580922,6731902
198,99,imzogen,akroyd,14,everard street,strathalan co mmunity,marsfield,3219,qld,19301206,4816613
199,99,imogen,akroyd,8,everard street,strathalan community,marsfield,3219,qld,19361218,4817613
200,100,luchetti,tiana,112,totterdell street,villa 5,toowoomba,2008,sa,19050127,2712503
201,100,tiana,luchetti,112,totterdell street,villa 5,toowoomba,2008,sa,19050127,2712503
202,101,amberr,coulson,26,,meilene retirement,whitfield,3986,nsw,19950320,3079240
203,101,amber,whillas,3,,meilene retirement,whitfield,3987,nsw,19950320,3079240
204,102,marlow,fraser,8,evelyn owen crescent,yarand oo wing,ermington,3000,nsw,19731008,2195286
205,102,fraser,marlow,8,evelyn owen crescent,yarandoo wing,ermington,3000,nsw,19731008,2195286
206,103,mason,hyland,41,blackburhn street,bonny farm,cronulla,5491,nsw,19630809,5204795
207,103,mason,hyland,29,blackburn street,bonny farm,cronulla,5491,nsw,19630809,5204795
208,104,april,hope,,limestone avenue,west,como,2734,nsw,19310625,8416850
209,104,april,hope,148,limestone avenue,west,como,2774,nsw,19310625,8416850
210,105,mitchell,mcconnel,5,templeton street,gle n ayre,camdn,2500,vic,19370615,3413425
211,105,mitchell,mcconnel,5,templeton street,glen ayre,camden,2500,vic,19370615,3413425
212,106,kelsey,kett,,jagara street,,belmont,4224,vic,19361229,9679375
213,106,kelsey,noble,,jagara street,,belmont,4224,vic,19361229,9679375
214,107,ja ck,matthews,17,herron crescent,broadmere,warnbro,2035,vic,19081119,5613395
215,107,jack,matthews,17,herron crescent,broadmere,highton,2035,vic,19081119,5613395
216,108,nicholas,donaldson,3,,forest glen resort,kogarah,3136,nrw,19211230,9407354
217,108,nicholas,donaldson,3,,forest glen resort,kogarah,3136,nsw,19211230,9407354
218,109,adriana,rdud,7,dickson chiropractic dbickson chambers,mcivor house,kilsyth,3910,qld,19501217,2016313
219,109,adriana,rudd,7,dickson chiropractic dickson chambers,mcivor house,kilsyth,3910,qld,19501217,2016313
220,110,ruby,riding,7,middletoz cwircuit,,ceduna,4214,vic,19650615,9233472
221,110,ruby,riding,7,middleton circuit,yaraan,ceduna,4214,vic,19071120,9233472
222,111,darcy,webb,511,bywaters pilace,airforce memorial estate,lake mnunorah,5014,vic,19990221,3476734
223,111,darcy,webb,15,bywaters place,airforce memorial estate,lake munmorah,5041,vic,19990221,3476734
224,112,zara,excell,,aspinall street,forest hills,glenelg south,2712,nsw,19030807,6025452
225,112,zara,excell,85,aspinall street,forest hills,glenelg south,2712,nsw,19030807,6025452
226,113,layla,ryan,720,tregellas crescent,carinyav lge,collinswood,3400,nsw,19920526,7041054
227,113,layla,ryan,720,tregellas crescent,carinya vlge,collinswood,3400,nsw,19920526,7041054
228,114,hollyo,mcmullen,51,jukes street,waraba,concord,4304,qld,19130502,1362267
229,114,holly,mcmullen,51,jukes street,waraba,blackmans bay,4304,qld,19130502,1362267
230,115,nicholas,toso,,carnegie crescent,moonah,mullumbimby,5109,wa,19710120,1111504
231,115,nicholas,toso,14,carnegie crescent,moonah,mullumbimby,5109,wa,19710120,1111504
232,116,april,harrington,123,slessor crescent,glebe garden,wisemans ferry,2517,nsw,19111101,8853061
233,116,april,herbert,123,slessor crescent,glebe garden,wisemans ferry,2517,nsw,19421030,2349971
234,117,ethan,andersch,67,augustus close,riverbani offices,blacktown,2641,nsw,19271026,3361297
235,117,ethan,andersch,67,augustus close,riverbank offices,blacktown,2641,nsw,19271026,3361297
236,118,sienna,georege,22,hoad place,kondalilla,burwood east,3860,nsw,19661026,9123905
237,118,sienna,george,22,hoad place,kondalilla,burwood east,3860,nsw,19661026,9123905
238,119,phoebe,averis,31,tipiloura street,rosetta village,boronia hvights,4868,qld,19991012,1441726
239,119,phoebe,averis,31,tipiloura street,rosetta village,boronia heights,4868,qld,19991012,1441726
240,120,nicholas,matthews,19,james smithi circuit,old wefeoona,dulwic hhill,4170,sa,19570116,9908807
241,120,nicholas,matthews,19,james smith circuit,old weeroona,dulwich hill,4170,sa,19570116,9908807
242,121,nicholas,maynard,127,gidja place,,sellicks hill,0807,vic,19311015,4367680
243,121,nicholas,maynard,127,gidja place,kay's place,sellicks hill,0870,vic,19311015,4367680
244,122,lachlan,berry,69,giblin street,killarney,bittern,4184,qld,19990219,7364009
245,122,lachlan,berry,69,giblin street,killarney,bittern,4814,qld,19990219,7364009
246,123,sarah,browne,7,longstaff street,,graoville,6430,qld,19971108,2530650
247,123,sarah,browne,16,longstaff street,,loftus,6430,qld,19300723,2530650
248,124,jesse,habna,32,wattle street,toolooa,ingleburn,4500,qld,19920424,2622949
249,124,jesse,hanna,23,wattle street,toolooa,ingleburn,4500,qld,19920424,2622949
250,125,john,van'wt hof,5,morshead drive,ocean crt (cnr beach s street,maida vale,2475,vic,19360109,9574272
251,125,john,van't hof,5,morshead drive,ocean crt (cnr beach s street,maida vale,2745,vic,19360109,9574272
252,126,kelsey,stubbs,48,knaggs crescent,calderwood,tingaolpa,3194,nsw,19510317,7684584
253,126,kelsey,stubbs,48,knaggs crescent,calderwood,tingalpa,3194,nsw,19510317,7684584
254,127,chloe,mayer,31,tuthillplace,poldoe park,illawarra,2214,wa,19800326,3867233
255,127,chloe,mayer,160,tuthill place,poldoe park,illawarra,2214,wa,19800326,3867233
256,128,,collinson,4,boddington crescent,,illabo,2261,nsw,19840807,2427882
257,128,,collinson,8,boddington crescent,norma,illabo,2261,nsw,19840807,2427882
258,129,christina,colemn,506,hall street,rsde 817 wallace,woolgoolga,3063,qld,19070811,6822993
259,129,christina,coleman,506,hall street,rsde 817 wallace,woolgoolga,3073,qld,19070811,6822993
260,130,sar,coffey,3,mckinlay street,beechowrth,huonville,4558,vic,19150306,1706049
261,130,sara,coffey,3,mckinlay street,beechworth,huonville,4558,vic,19150306,1706049
262,131,amy,mccarthy,40,bannerstreet,merryafle,bayswater north,2447,nsw,19381203,4829707
263,131,amy,mccarthy,40,banner street,merrydale,bayswater north,2447,nsw,19721005,4829707
264,132,joshua,ingelbs,14,arabana street,tatyara,port lincoln,2352,vic,19080503,3603864
265,132,joshua,ingels,14,arabana street,tatyara,port lincoln,2325,vic,19080503,3603864
266,133,lavis,henry,12,rankeo place,rosebery hill,piggabgen,0870,nsw,19640314,4307152
267,133,jordan,lavis,12,ranken place,rosebery hill,piggabeen,0870,nsw,19640314,4307152
268,134,reid,troy,1,allan street,townvjiew,page,2774,qld,19250727,3580821
269,134,troy,reid,1,allan street,townview,page,2774,qld,19250727,3580821
270,135,hugo,morrison,28,yakillip park,kambalda crwscent,cranbourne,4670,nsw,19561224,8755172
271,135,hugo,morrison,28,kambalda crescent,yakilli park,cranbourne,4670,nsw,19561224,8755172
272,136,india,negrean,1,barringer street,sherwood,parkinson,3168,nsw,19860923,2097928
273,136,india,negrean,1,barringer street,sherwood,parkinson,3168,wa,19860923,2097928
274,137,marcaus,haythorpe,11,rose scott circuit,granny flat 2,bergalia,4500,qld,19190502,5717064
275,137,marcus,haythorpe,11,rose scott circuit,granny flat 2,bergalia,4500,qld,19190502,5717064
276,138,holly,siemers,8,strachan place,,beaudesert,2104,sa,19610319,4858108
277,138,holly,siemers,8,strachan place,kootingal,beaudesert,2104,sa,19610319,4858108
278,139,joshua,dixon,12,lawrence rescent,the willows,freshw ater,3143,sa,19450424,1432908
279,139,joshua,dixon,12,lawrence crescent,the willows,freshwater,3143,sa,19450424,1432908
280,140,georgia,gryosler,8,foxall street,willaroo,lockwlod,3338,nsw,19321106,8000491
281,140,georgia,grosser,8,foxall street,willaroo,lockwood,3338,nsw,19321106,8000491
282,141,tia,gols,101,boron ia drive,the cabin,sunnybank,3020,sa,19961121,7459384
283,141,tia,gold,101,boronia drive,the cabin,sunnybank,3020,sa,19961121,7459384
284,142,lauren,beattie,11,rubbo cre scent,welcome swallow angus illalangi rmb 1800,stanmore,2444,qld,,7554071
285,142,lauren,beattie,11,rubbo crescent,welcome swallow angus illalangi rmb 1800,stanmore,2444,qld,,7554071
286,143,jayde,grosser,41,gundaroo road,,baringhup,3173,vic,19281101,6423689
287,143,jayde,grosser,55,gundaroo road,,baringhup,3173,vic,19281101,6423689
288,144,,campbell,85,madigaqnstreet,brentwood vlge,killara,4102,nsw,19870205,3211066
289,144,,campbell,85,madigan street,brentwood vlge,killara,4102,nsw,19870205,3211066
290,145,elle,nicklason,5,beetaloo tsreet,,trafalgar,5207,wa,19460919,5092794
291,145,elle,nicklason,5,beetaloo street,,trafalgar,5107,wa,19460919,5092794
292,146,matthew,lock,24,mackenziestreet,brookvale,corrimal,6450,vic,19220401,1432585
293,146,matthew,lock,92,mackenzie street,brookvale,corrimal,6450,vic,19220401,1432585
294,147,jacob,green,2,jerome place,kalke,kings cross,6050,act,19770519,4058972
295,147,jacob,green,2,jerome place,kalkee,kings cross,6050,act,19770519,4058972
296,148,connor,white,13,forbes street,,samsonvale,2750,nsw,19750830,7773745
297,148,connor,white,13,forbes street,lyndale,samsonvale,2750,nsw,19750830,7773745
298,149,mccarthy,kydan,67,clemengerxstreet,the points holsteins,fairlawn,6452,nsw,19729518,6527653
299,149,kydan,mccarthy,67,clemenger street,the points holsteins,fairlawn,6415,nsw,19720518,6527653
300,150,ash,worsley,3,russell drysdalw crescent,gull cottage,greensborough,4023,nsw,19960512,5164697
301,150,ash,worsley,3,russell drysdale crescent,gull cottage,greensborough,4032,nsw,19960512,5164697
302,151,eliza,snale,2,,parooka,robina,2614,sa,19240813,8996055
303,151,eliza,snale,2,outtrim avenue,parooka,robina,2614,sa,19240813,8996055
304,152,,webb,9,boolee street,,freemans reach,4870,vic,19470429,3308042
305,152,kyra,webb,9,boolee street,,freemans reach,4870,vic,19470429,3308042
306,153,harriet,belperi,3,hawker place,lakeview park,roselands,3206,qld,,9280016
307,153,harriet,belperio,3,hawker place,lakeview park,roselands,3206,qld,19160115,5056485
308,154,kyle,glass,59,wyselaskie circuit,ap t 710,wyong,3930,nsw,19241221,6908529
309,154,kyle,glass,87,wyselaskie circuit,apt 710,wyong,3390,nsw,19241221,6908529
