record_id,label_true,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id
92,69,chloe,millar,73,harrisovj street,flt 79,campbelltown,0349,sa,19700804,6512572
93,69,cooper,millar,73,harrison treet,,whitemore,3049,sa,19700804,6512572
94,69,chloe,millar,73,harrison street,flty w9,whitemore,3049,sa,19700804,6512572
95,69,chloe,millar,73,harrison street,flt 79,whitemore,3049,sa,19700804,6512572
96,70,jessica,george,85,fremantle drive,arlington,tatura,2190,vic,19370820,1086455
97,71,angie,hobson,286,chandler street,redwood village,armidale,2340,nsw,19390619,8503078
98,72,d'arcy,fawkner,,boucaut place,pacific palms caravn park,bundaberg,6155,act,19391213,2427778
99,73,christopher,hering,82,raymond street,park trees vlge,springwood,2357,qld,19261025,6221188
100,74,briony,wheldale,3,fowles street,rowethorpe,leichhardt,2131,vic,19380616,9466892
101,75,brielle,nuttycombe,104,albermarle place,mount sandiman,cooloongup,2094,sa,19431026,9176125
102,76,benjain,creten,13,dandenong court,rosetta village,orange,1657,nsw,19390616,1258716
103,76,benjamin,creten,,dandenong court,rosettauvillage,orange,6157,nsw,19390616,1258716
104,76,benjamin,creten,165,dandenon court,rosetta ivllage,,6157,nsw,19390616,1258716
105,76,benjamin,creten,13,dandenong court,rosetta village,orange,6157,nsw,19390616,1258716
106,77,lily,hope,2,inkster street,druid's oak,berala,2320,qld,19150907,4726313
107,78,kody,stubbs,31,ballumbir street,tulla burra,labrador,3220,nsw,19470214,7063753
108,79,sophie,felmingham,13,gudgenby close,openshaw,maiden gully,5047,nsw,19810301,5805600
109,80,brooke,philcox,139,mcgowan street,padua park holsteins,narooma,5064,,19900421,2014488
110,81,brandon,neumann,23,federal highway,lake downs super fine merino stud,owanyilla,2100,vic,19890823,7307864
111,82,peter,clarke,34,banambila street,milton,rowville,0870,qld,19070515,5188591
112,83,chloe,emberton,,dexter street,,st albans,2845,nsw,19370115,3470052
113,84,teagan,rankine,14,bisdee street,geegeela,wagaman,5046,nsw,19111101,2924957
114,85,barkly,nirta,4,darling street,,maryborough,2010,vic,19330928,1683806
115,86,hugo,clarke,44,c/-the studentovillage,reay poce,ardeer,5047,nsw,19120125,8869813
116,86,hugl,clarke,44,reay place,c/-the studrnt village,ardeer,5047,nsw,19120125,8869813
117,86,hugo,clarke,44,reay place,c/-the student village,ardeer,5047,nsw,19120125,8869813
118,87,sonja,atholwood,7,henty street,rosehill,surry hills,5032,tas,19000803,1113622
119,88,neneh,ryan,13,morgan c eescent,westport,toowoomba,2106,nsw,19900120,3434805
120,88,nenehy,matthews,,morgan crescent,,toowoomba,2160,nsw,19901020,3434805
121,88,neneh,ryan,13,morgan crescent,westport,toowoomba,2106,nsw,19901020,3434805
122,89,nichnlas,simonetti,32,pickwortlh street,ashell,kirwan,4005,nsw,19890410,8992443
123,89,nichoias,simonwtti,32,pickwor th street,ashell,kirwan,4005,nsw,19890410,8992443
124,89,nicholas,simoketti,32,pickworth street,ashell,kirwsn,4005,nsw,19890410,8992443
125,89,nicholas,simonetti,32,pickworth street,ashell,kirwan,4005,nsw,19890410,8992443
126,90,abii,mchenry,10,hodgson crescent,unt 3,nullawarre,4127,vic,19460707,9629961
127,91,alexander,mason,7,batchelor street,loc 5129,petrie,3911,act,19320826,6387066
128,92,noah,hazell,235,farrelly close,lorong kampong,mentone,3058,nsw,19061218,3044987
129,93,nicholas,normandale,44,youl court,curringa,parkville,3037,act,19490811,2830637
130,94,natala,flannery,14,copland drive,hayfield vlge,toowoobma,2221,nsw,,2007743
131,94,natalia,flannery,14,copland drive,hayfield vlge,toowoomba,2221,nsw,19770214,2007743
132,95,alana,white,1,hoseason street,flr 5 john flynn medical centre,ringwood,2594,nsw,19440204,1205641
133,96,bradley,griffen,18,quiros street,allunga,tennant creek,3564,sa,19620612,2373047
134,97,jasmine,white,178,edmondson street,pinewood,brighton,2108,wa,19790726,1336317
135,98,jade,durbridge,33,gillespie street,tharlane,highgate,3087,nsw,19901003,8281265
136,99,charlie,crossman,8,,unt 2,taringa,5068,wa,19670103,1109628
137,100,dante,ako t,16,brooke rstreet,the willows,scarborough,3305,qld,19960112,4033021
138,100,dante,akyot,16,brooker street,the willows,scarborough,3305,qld,19960112,4033021
139,100,dzne,brock,115,brooker street,the wi llows,scarborough,3305,qld,19960112,4033021
140,100,dante,akot,16,brooker street,the willows,scarborough,3305,qld,19960112,4033021
141,101,courtney,campain,7,muresk street,border park,geelong east,2031,vic,19601220,3854639
142,102,benjamin,campbell,3,cohn place,sec 478 hd paringa,marleston,2671,vic,19880728,8220163
143,103,andie,sariago,24,callaway crescent,calderwood,wangaratta,3028,nsw,19631228,5826548
144,104,amelia,smithson,90,armstrong crescent,briardale,woree,7320,nsw,19440826,9257736
145,105,olivia,passmore,50,tarraleah crescent,culburra retrmnt vlge,armidale,2602,vic,19120418,2921789
146,106,bradley,bishop,14,spica street,yakilil park,bamawm,5107,nsw,19420318,6888719
147,106,bradley,bishop,14,spica street,yakilli park,bamawm,5170,nsw,19420318,6888719
148,106,bradley,bishop,14,spica street,yakilli park,bamawm,5107,nsw,19420318,6888719
149,107,striling,leselie,6,mortimer lewis drive,telebangstation,port lihcoln,6503,nsw,19311106,7452730
150,107,stirling,,6,mortimer lewis drive,telebang station,port lincoln,6506,nsw,19311106,7452730
151,107,stirling,leslie,6,mortimer lewis drive,telebang tsation,port lincoln,6503,nsw,,7452730
152,107,,leslie,11,bednall place,telebangrstation,port linvoln,6508,nsw,19311106,7452730
153,107,stirling,leslie,6,mortimer lewis drive,telebang station,port lincoln,6503,nsw,19311106,7452730
154,108,james,wang,1,pridham street,hse 13,st lucia,2008,qld,19500209,2946018
155,109,alissa,fergie,10,monaro crescent,mountview,nickol,5163,qld,19890204,2112958
156,110,belinda,green,132,barringer street,bunyule,argenton,2205,nsw,19181010,4056341
157,111,jacob,brain,110,macdonnell street,millridge,inglewood,7173,nsw,19700511,3813271
158,112,joshua,rudd,78,max henry vrescent,brentowo d vlge,port douoglas,2335,vic,19951125,1697892
159,112,joshua,rudd,78,max henry crescent,brentwood vlge,port douglas,2315,vic,19951125,1697892
160,113,alice,riding,18,aspinall street,,maryxorough,2448,wa,19111205,4503673
161,113,alice,exclel,18,aspinall street,,maryborough,2448,wa,19040715,4503763
162,113,alice,riding,18,aspinall rtreet,,maryborough,2448,,,4503763
163,113,riding,alice,18,aspinall street,,maryborough,2448,wa,19111205,4503763
164,113,alice,riding,18,aspinall street,,maryborough,2448,wa,19111205,4503763
165,114,darcy,godfrey,4,anne clark avenue,tranquility gdns,new farm,6237,vic,19540330,6358585
166,115,brianna,savino,51,fred johns crescent,bringalong,mitcham,3912,nsw,19060713,8630282
167,116,samantha,ryan,12,galali place,summerdale medical centre,seacliff,2034,nsw,19151010,1105837
168,117,talissa,irudayaraj,85,alawa street,mundine 30 km,magill,4019,qld,19510315,1178388
169,118,ewan,mccarthy,8,wanliss street,,mount gravatt,2261,tas,19321002,7920849
170,119,chloe,mccalman,11,tenison-woods circuit,westella,dalby,4055,nsw,19061118,4377764
171,120,,moody,177,lampard circuit,phyliss stewart house,dookie,5045,vic,,6658819
172,120,,moody,177,lampard circuit,phyliss stewart house,dookie,5045,vic,19170327,6658819
173,121,anton,ryan,38,messenger street,rsl park,st johns park,3085,nsw,19440407,8378144
174,122,todd,matthews,8,togo place,rowethorpe,eastwood,2234,vic,19591210,1674842
175,123,thomas,mcmullen,12,anne clark avenue,dennington,paralowie,3943,qld,19580414,1472827
176,124,april,nguyen,2,wangara street,kingway tourist park,bomaderry,3216,wa,19741002,1808102
177,125,ryan,lock,222,elizabeth crescent,cohuna estate,inman valley,4223,nsw,19641230,5834288
178,126,noah,bishop,4,stephens place,raaf,west lakes,6168,nsw,19560204,6023782
179,127,patrick,yu,68,parker street,moriah,broken hill,4717,act,19910607,9618518
180,128,georgia,wilde,27,maclagan street,redwood village,caulfield,6210,nsw,19311204,6807905
181,129,nemesia,hindmarch,25,maraar place,nunkeri,terrigal,2790,nsw,19320414,1108175
182,130,erin,mitchell-collins,71,curlewis crescent,lake kennedy street,sharon,4301,qld,19540530,4088713
183,131,alexander,ollwitz,1,griffith place,crestfield,bongaree,6027,nsw,19701008,6108118
184,132,adam,leaver,144,edlington street,surfside park,sandgate,2603,nsw,19440202,5830610
185,133,julia,kulikovsky,51,richter close,kiandra,port lincoln,4006,nsw,19471001,8167684
186,134,dylan,fondum,51,clanc ystreet,rosemount,cowell,2066,vic,19140220,3131278
187,134,fondum,zali,51,clancy street,rosemount,cowell,2066,vic,19140220,3131278
188,134,zali,fondum,51,clancy street,rosemonut,cowell,2066,vic,19140220,3131278
189,134,zali,fondum,51,clancy street,rosemount,cowell,2066,vic,19140220,3131278
190,135,roy,miles,655,hill corner,green desert,mayfield,4615,sa,19381206,5241205
191,136,rebecca,kempe,46,william hudson crescent,,seven hills,3340,vic,19980529,3841196
192,137,genevieve,aspinall,7,duffy street,kirkdale,como,4751,sa,19970425,9655903
193,138,oliver,rundle,170,kallara close,,kogarah,3038,qld,19100827,9310176
194,138,james,rudnle,,kallaraclose,,kogaarh,3038,qld,19100827,9310176
195,138,james,rundle,170,kallara close,,kogarah,3038,qld,19100827,9310176
196,139,matthew,campbell,7,bernacchi street,croydon,frankston,5342,sa,19890613,6331279
197,140,marianne,shepherd,19,bruxner close,willows caravn park,flemington,6163,qld,19971006,1355172
198,141,lucy,purser,7,marr street,,alfred ocve,4077,qld,19431127,1760227
199,141,clain,purser,7,marr stteet,,alfred cove,4077,qld,19431127,1760227
200,141,lucy,purser,7,marr street,,alfred cove,4077,qld,19431127,1760227
201,142,emiily,timperon,69,maltby circuit,glenmore,gailes,3041,tas,19021228,5319582
202,143,alexanpdra,green,39,moorhouse street,brae view,abbotsford,3215,qld,19640328,1560574
203,143,alexandra,green,39,moorhouse street,brae view,abbotsford,3215,qld,19640328,1560574
204,144,timothy,cochrane,363,dryandra street,sec 1,bibra lake,2474,sa,19790611,5538061
205,145,william,bloomfield,40,allambee street,the park,warrandyte,3630,vic,19671007,8311697
206,146,april,ebert,13,mcghie place,,callala bay,4163,wa,19740831,2222318
207,147,natalia,herbert,171,degraves crescent,camusfearna,maude,6163,nsw,19910530,8559231
208,148,alexander,jukic,1,yerra court,gillin park,lake haven,2131,qld,19360522,9707302
209,149,brianna,donaldson,45,levien street,adams cottage,artarmon,2148,nsw,19460521,9226588
210,150,hand,nathan,2,hindmarsb drive,rsl park,castlemiane,2071,sa,19411217,1683498
211,150,nathan,hand,28,hindmarsh drive,rsl park,castlemaine,2071,sa,19411217,1683498
212,151,maeison,ricmhind,33,mcinnes syreet,cooranga,craigmore,4035,vic,19090303,4982483
213,151,madison,richmond,33,cooranga,mcinnes street,burnside,4035,vic,19090303,4982483
214,151,madison,richmond,33,mcinnes street,cooranga,burnside,4035,vic,19090303,4982483
215,152,matthew,nguyen,13,popplewell place,villa 2,pearce,2600,wa,19671202,6184256
216,153,tyler,hursey,17,marr street,kilnacrott,salisbury heights,3175,qld,19050606,3988955
217,154,joshua,clisby,37,rogers street,sunbury,deniliquin,2777,qld,19601128,6920115
218,155,jory,tyack,21,fidge street,john flynn medical centre,modbury heights,4121,nsw,19170713,6264802
219,156,elly,jolly,16,schonell circuit,lavender farm,coconut grove,6230,wa,19021205,9909935
220,157,joel,pride,28,brache place,abbotsley cottage,bonnet hill,2219,wa,19590609,6441615
221,158,gabrielle,cochrane,,wilshire street,browne's reef,winthrop,3802,qld,19681006,6678498
222,159,reeve,matthews,31,morduant place,,ellinbank,2290,vic,19831006,2392499
223,160,amber,paterson,129,weetman place,masonic retirement village,anglesea,4007,qld,19211125,4604753
224,161,emiily,,38,adair street,,newcomb,2155,vic,19501007,6870036
225,162,alexia,lionis,677,limestone avenue,weetabella,warrandyte,2282,vic,19910302,3485012
226,163,isabella,holburn,3,pinkerton circuit,carey park,ivanhoe east,4053,vic,19540720,1062917
227,164,christian,manson,1,martens crescent,caprice,corio,5251,nsw,19790516,8216634
228,165,sara,huxley,11,theodore street,rosetta village,pinnaroo,3984,nsw,19040610,8178814
229,166,emiily,stubbs,40,tasmania circle,eureka,greenacre,2800,nsw,19260513,7174287
230,167,jenna,darby-cocks,36,wilkins street,mt pleasant,greensborough,5092,wa,19630922,2671582
231,168,blake,mason,60,maribyrnong avenue,solitaire,preston,3638,nsw,19820810,1427456
232,169,shaun,worsley,68,campaspe circuit,alnwick,hoppers crossing,6743,vic,19991124,2171424
233,170,matthew,white,2,oldham court,cherry haven,wonthella,2261,nsw,19210429,5747900
234,171,tori,reid,829,golden grove,cotton tree caravan park,blayney,2076,vic,19250228,6950342
235,172,hayley,webb,30,hodgkinson street,arabian stud kelkette park,pearcedale,4370,nsw,19431020,6456768
236,173,catherine,dixon,20,forbes street,the lodge,currans hill,3216,,19520915,3196318
237,174,bayden,morcom,69,mckay gardens profsnl centre,barossa village,castlemaine,2620,qld,19300622,7645206
238,175,bridget,singleton,21,melvin place,belgravia,lalor,4123,,19540107,7378011
239,176,travis,fogg,2,orchard place,grandview,longreach,2131,vic,19690327,7217159
240,177,bailey,howie,12,duffy street,margaret river carvn park,dooralong,4152,nsw,19770812,3379959
241,178,caleb,nevin,52,horbury street,old post office,surry hills,3480,nsw,19700930,5049738
242,179,connor,dearing,2,mainoru place,st 1d,dundowran,2424,vic,19780218,6997740
243,180,sophie,campbell,7,mckail crescent,murlali lodge,mill park,6163,nsw,19850720,6984108
244,181,luke,poumako,162,scratchley place,spring creek,annandale,4370,wa,19491102,7225919
245,182,lachlan,salt,37,,elensra,ivanhoe,3102,nsw,,2154434
246,182,lachan,sal t,37,port jackson circuit,,ivanhoe,3102,nsw,19270329,2059611
247,182,lachlan,salt,37,port jackson circuit,elenera,ivanhoe,3102,nsw,19270329,2059611
248,183,chelsea,coewll,6,bee place,,punchbowl,6152,vic,19150410,1058992
249,183,chelsea,cowell,6,bee plac,garanga,albury,6152,vic,19150410,1058992
250,183,chelsea,cowell,6,bee place,garanga,albury,6152,vic,19150410,1058992
251,184,kayden,white,31,frencham place,wahronga-lea,rosebud,3199,vic,19130629,2780846
252,185,lara,alderman,14,yapunyah street,bulala,winston hills,4655,nsw,19391001,1192451
253,186,james,matthews,,halford crescent,winteriga,goonellabah,2050,nsw,19340116,9897342
254,187,kyle,miles,48,archibald street,teneriffe wharfs,hillston,2265,vic,19580827,6652792
255,188,tia,khalid,62,dianella street,kioloa park,richardson,5107,nsw,19310514,4503383
256,189,rachel,boyle,13,rosella street,leisure living vlge,seelands,2150,nsw,19900801,1167341
257,190,lauren,chereda,97,empire circuit,trewilga,wisemans ferry,4650,nsw,19690405,2651553
258,191,lauren,mccausland,18,taronga place,glenfine station,cronulla,5573,nsw,19480518,5647776
259,192,trinity,mcvilly,,ponsford place,bosmit,ekibin,2233,wa,19730419,3955833
260,193,charlotte,fullgrabe,46,bunbury street,baptist retirement,mosman,4802,vic,19680723,6447530
261,194,,matthews,4,jim pike avenue,the wllows,frankston,4870,qld,19290102,2300647
262,194,,matthews,4,jim pike avenue,,frankston,4870,qld,19361206,2300647
263,194,,matthews,4,jim pike avenue,the willows,frankston,4870,qld,19361206,2300647
264,195,hannah,rustam,29,eagle circuit,,kempsey,3802,nsw,19160323,5457962
265,196,jaggah,travini,66,,villa 5,callala bay,6007,wa,19910415,2760893
266,197,mikayla,van schie,,brisbane avenue,tynwall,kilsyth,2605,qld,19151205,6415387
267,198,alia,tunstall,12,blamey crescent,billycreek farm,phillip,3688,wa,19880120,7538513
268,199,madison,robson,75,hurry place,trevena,regents park,4720,qld,19030502,4530204
269,200,melanie,green,5,fullagar crescent,mayfair,beaumaris,5255,nsw,19860625,1079702
270,201,caitli,goode,29,yuranighcourt,gummy gully,maryborough,5048,nsw,19020814,9522895
271,201,goode,caitlin,72,yuranigh co urt,gummy gully,maryborough,5048,nsw,19020814,9522895
272,201,caitlin,eyre,72,yuranig h court,gummy g ully,marybroough,5048,nsw,19020814,9522895
273,201,caitlni,goode,72,yuranigh court,gummy gully,maryborough,5048,nsw,19020814,9528295
274,201,caitlin,goode,72,yuranigh court,gummy gully,maryborpugh,5084,nsw,19020814,9522895
275,201,caitlin,goode,72,yuranigh court,gummy gully,maryborough,5048,nsw,19020814,9522895
276,202,bailey,bolis,10,aspinall street,eden park,braddon,4051,wa,19180727,5256268
277,203,lushia,maclennan,18,adcock place,kyeema,lismore,6163,vic,19731028,1145399
278,204,joel,markotany,15,bate place,fairburn farm,peakhurst,2145,nsw,19390721,3765361
279,205,nicholas,mcpharline,58,tinderry circuit,burnside,south melbourne,3036,sa,19390728,2444285
280,206,tyler,blake,20,harper street,cornucopia,st agnes,2260,nsw,19500204,8651331
281,207,lily,noble,264,magrath crescent,trilogy,niangala,3550,qld,19060823,9186463
282,208,hannah,green,16,bimberi crescent,mt pleasant,woodpark,2166,vic,19020503,5143512
283,209,kayla,tu,6,chauvel circle,adventist retireemnt village,coleambally,3137,qld,19980329,7125552
284,209,brooke,tu,6,crichton crescent,adventist retirement village,coleambally,3173,qld,19980329,6304172
285,210,zachary,browne,40,dale circuit,uarah,burleigh waters,3199,vic,19660925,5005881
286,211,april,beattie,119,mcauliffe court,renown,stanmore,6025,vic,19981014,8288055
287,212,thomas,vincent,25,musson close,,surry hills,5211,qld,19570430,6606287
288,213,nicholas,dudley,36,renwick street,lynden grv,melton south,3076,vic,19340905,8977839
289,214,marley,george,3,,jinchilla,cowra,2780,qld,19820408,3395242
290,215,archie,laundon,,summerland circuit,jewells medical centre,westbury,2450,qld,19631210,6584147
291,216,adam,clarke,9,woralul street,garema place surgery,wahroonga,2085,qld,19950716,5651476
292,217,william,dolan,41,delegate street,urambi vlge,riverhills,2142,wa,19620122,5181347
293,218,alice,morrison,135,roseberyostreet,heritage manor est,port macquarie,5075,vic,19880610,1896150
294,218,abbey,morirson,315,rosebery street,heritage mranor est,port macquarie,5075,vic,19880610,1896150
295,218,alice,morrison,153,rosebery gstreet,heritagemanor est,port macquarie,5075,vkc,19880610,1896150
296,218,aluce,morrison,135,rosebery street,heritage manor est,port macquarie,5075,vic,19880610,1896150
297,218,alice,morrison,135,rosebery street,heritage manor est,port macquarie,5075,vic,19880610,1896150
298,219,sachin,campbell,19,knaggs crescent,yurara park,inglewood,6210,qld,,6966462
299,220,rohan,campbell,19,bellinger circuit,buena vista,slacks creek,3820,act,19861129,2046797
300,221,tara,olbrei,12,finniss crescent,belaradah,swan bay,2074,sa,19710614,3244815
301,222,jacob,wilkins,32,waller crescent,immanuel garden,para hills,2536,nsw,19831203,6207647
302,223,madeline,golder,446,roxon place,pipers river,woodcroft,2070,qld,19470127,6369807
303,224,samuel,hoang,96,beale crescent,wurtulla shopping vlge,clayton,3764,sa,19420627,4281617
304,225,ashley,rundle,45,noongale court,shingledale,wangaratta,3356,nsw,19170214,8230842
305,226,cassandra,musolino,19,hensman street,norellen,greensborough,3844,act,19550303,7684753
306,227,antonio,collier,25,govett place,the rocks,broken hill,2304,qld,19400225,3973395
307,228,isabella,cheers,145,o'connor circuit,apt 1,coolaroo,2519,wa,19720109,7201070
308,229,callum,reid,29,,east end,bridgewater,2620,nsw,19120224,4818182
309,230,,zaluski,87,pickworth street,wallum butta,black rock,2767,qld,19520525,7968926
